c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,label
0.6479954123497009,0.8089655041694641,1.5862170243963192e-07,0.594197154045105,0.7679091095924377,-0.03201046958565712,0.5564221143722534,0.7039183974266052,-0.048190705478191376,0.559708297252655,0.6407368183135986,-0.0650123730301857,0.5820313096046448,0.5915399193763733,-0.07847055047750473,0.5560300350189209,0.5925043225288391,-0.010939001105725765,0.5306615829467773,0.5125642418861389,-0.03421301022171974,0.5132194757461548,0.4643190801143646,-0.051165614277124405,0.4991225004196167,0.42289721965789795,-0.06104402616620064,0.6009289026260376,0.5863285660743713,-0.011439647525548935,0.5962463617324829,0.495085746049881,-0.03549410030245781,0.5868850946426392,0.4371735453605652,-0.050221189856529236,0.5788831114768982,0.3899959325790405,-0.05666637048125267,0.643763542175293,0.5994418263435364,-0.01765781082212925,0.6354538798332214,0.546673595905304,-0.05374367535114288,0.620192289352417,0.5971863865852356,-0.059154875576496124,0.6114173531532288,0.642149806022644,-0.05111868679523468,0.6855344176292419,0.6225951313972473,-0.026645781472325325,0.6839913129806519,0.5675930380821228,-0.05035312473773956,0.6686905026435852,0.5918400883674622,-0.04752914980053902,0.6576629877090454,0.6226662993431091,-0.03867608308792114,1
0.6448917984962463,0.8220949172973633,3.1541017619929335e-07,0.5954756140708923,0.7834002375602722,-0.04216459393501282,0.559589147567749,0.7231576442718506,-0.06417874991893768,0.5685008764266968,0.6633265614509583,-0.08587401360273361,0.5993281602859497,0.614963710308075,-0.1037789136171341,0.5567690134048462,0.5987015962600708,-0.021355578675866127,0.5267972350120544,0.5118310451507568,-0.05190931633114815,0.5100626945495605,0.4553552269935608,-0.07183079421520233,0.4986673891544342,0.40611401200294495,-0.08186275511980057,0.6039179563522339,0.5952044129371643,-0.019931890070438385,0.602798581123352,0.48884087800979614,-0.05300247669219971,0.6057755351066589,0.41660258173942566,-0.07099948078393936,0.6103843450546265,0.3552609384059906,-0.07757087051868439,0.6489456295967102,0.6120925545692444,-0.025431420654058456,0.6457576155662537,0.5767248868942261,-0.07272843271493912,0.6271549463272095,0.6385498046875,-0.07979651540517807,0.6142063140869141,0.6839041113853455,-0.06894779950380325,0.6915391683578491,0.6389071941375732,-0.03421524167060852,0.6920140981674194,0.5957663059234619,-0.06283240020275116,0.6737412214279175,0.632621705532074,-0.05799141526222229,0.6596724987030029,0.6642985939979553,-0.04608263075351715,1
0.6433172225952148,0.8211899399757385,3.256650984440057e-07,0.5955719947814941,0.7816864252090454,-0.042517390102148056,0.559614896774292,0.7212014198303223,-0.06437694281339645,0.568386971950531,0.6611928939819336,-0.08598925173282623,0.6013514399528503,0.6147357821464539,-0.10375940054655075,0.5555095076560974,0.599014401435852,-0.02015092596411705,0.525590717792511,0.5114927887916565,-0.050613805651664734,0.5087804794311523,0.45551127195358276,-0.07034409046173096,0.4972078800201416,0.40690362453460693,-0.08021116256713867,0.6022457480430603,0.5951145887374878,-0.01846521906554699,0.6005786061286926,0.4888710379600525,-0.051788512617349625,0.6030404567718506,0.41765010356903076,-0.06990121304988861,0.6072402000427246,0.3567662835121155,-0.07633863389492035,0.6472068428993225,0.6114466786384583,-0.023919163271784782,0.6434042453765869,0.5768928527832031,-0.07141432166099548,0.6258038282394409,0.6395015716552734,-0.07887659966945648,0.614555835723877,0.6846741437911987,-0.06806658953428268,0.6899793744087219,0.6374080181121826,-0.03274879604578018,0.689537763595581,0.5950988531112671,-0.061054568737745285,0.6719467043876648,0.6310113072395325,-0.05674869939684868,0.6590524315834045,0.6608963012695312,-0.04529634863138199,1
0.6433172225952148,0.8211899399757385,3.256650984440057e-07,0.5955719947814941,0.7816864252090454,-0.042517390102148056,0.559614896774292,0.7212014198303223,-0.06437694281339645,0.568386971950531,0.6611928939819336,-0.08598925173282623,0.6013514399528503,0.6147357821464539,-0.10375940054655075,0.5555095076560974,0.599014401435852,-0.02015092596411705,0.525590717792511,0.5114927887916565,-0.050613805651664734,0.5087804794311523,0.45551127195358276,-0.07034409046173096,0.4972078800201416,0.40690362453460693,-0.08021116256713867,0.6022457480430603,0.5951145887374878,-0.01846521906554699,0.6005786061286926,0.4888710379600525,-0.051788512617349625,0.6030404567718506,0.41765010356903076,-0.06990121304988861,0.6072402000427246,0.3567662835121155,-0.07633863389492035,0.6472068428993225,0.6114466786384583,-0.023919163271784782,0.6434042453765869,0.5768928527832031,-0.07141432166099548,0.6258038282394409,0.6395015716552734,-0.07887659966945648,0.614555835723877,0.6846741437911987,-0.06806658953428268,0.6899793744087219,0.6374080181121826,-0.03274879604578018,0.689537763595581,0.5950988531112671,-0.061054568737745285,0.6719467043876648,0.6310113072395325,-0.05674869939684868,0.6590524315834045,0.6608963012695312,-0.04529634863138199,1
0.6498343348503113,0.8263716697692871,4.508300435190904e-07,0.5960813760757446,0.7904912829399109,-0.04328182712197304,0.5711989402770996,0.7212566137313843,-0.06470882892608643,0.6106082201004028,0.6675019860267639,-0.08289921283721924,0.6587810516357422,0.6295385360717773,-0.09718718379735947,0.5666378736495972,0.6118751168251038,-0.03417763486504555,0.5342000126838684,0.5276514887809753,-0.0683789849281311,0.5156237483024597,0.47150713205337524,-0.08736137300729752,0.5018079280853271,0.4244173765182495,-0.09724456816911697,0.6184444427490234,0.6090072393417358,-0.03239554539322853,0.6363590955734253,0.5099753141403198,-0.06570085138082504,0.6455880999565125,0.4458708167076111,-0.07814658433198929,0.6564265489578247,0.38608264923095703,-0.08024372905492783,0.6599195003509521,0.6342523694038391,-0.03709731623530388,0.6638785600662231,0.6313725113868713,-0.08299972862005234,0.6419286727905273,0.6909998655319214,-0.08437066525220871,0.6372928619384766,0.7130518555641174,-0.07162316888570786,0.693863034248352,0.6741325855255127,-0.04540954530239105,0.6848088502883911,0.679882824420929,-0.0768795907497406,0.6647592186927795,0.7206934690475464,-0.07300463318824768,0.6604806780815125,0.7301059365272522,-0.062486954033374786,1
0.650538980960846,0.8251992464065552,4.2733049099297205e-07,0.5986278653144836,0.7906660437583923,-0.045136816799640656,0.5750223398208618,0.7231424450874329,-0.06744846701622009,0.6139151453971863,0.6710143089294434,-0.08543650060892105,0.6629378795623779,0.6371363997459412,-0.09927716106176376,0.5693723559379578,0.6149792671203613,-0.042526695877313614,0.5400956273078918,0.5281774997711182,-0.07730196416378021,0.5226061940193176,0.4720360040664673,-0.0953778475522995,0.5092720985412598,0.4234040379524231,-0.10524232685565948,0.6212953329086304,0.6108844876289368,-0.039596330374479294,0.6397510170936584,0.5125082731246948,-0.07506910711526871,0.6493112444877625,0.449341744184494,-0.08765460550785065,0.6599959135055542,0.38913694024086,-0.09001385420560837,0.6635050177574158,0.6355819702148438,-0.04247507452964783,0.6717808842658997,0.636497974395752,-0.08936250954866409,0.6507685780525208,0.6989551782608032,-0.0892239362001419,0.646489679813385,0.7208830118179321,-0.07585079222917557,0.6975240111351013,0.6753626465797424,-0.049003295600414276,0.6901117563247681,0.6858887672424316,-0.08281800150871277,0.6702118515968323,0.7283257246017456,-0.07970329374074936,0.6660018563270569,0.7350843548774719,-0.06967969983816147,1
0.6473318934440613,0.8250579833984375,4.0532864886699826e-07,0.597101628780365,0.7930307984352112,-0.04679450765252113,0.5767858624458313,0.7244502902030945,-0.06908569484949112,0.6128008365631104,0.6699391603469849,-0.08635949343442917,0.6599228978157043,0.6320910453796387,-0.0996607318520546,0.5722342133522034,0.6152188181877136,-0.04690265655517578,0.5429950952529907,0.5258904099464417,-0.0830264538526535,0.5241674184799194,0.4670225977897644,-0.10255810618400574,0.5097298622131348,0.4164465069770813,-0.11353050917387009,0.6239832639694214,0.6130436658859253,-0.042634278535842896,0.6437006592750549,0.5133317112922668,-0.07867546379566193,0.6535872220993042,0.4472324848175049,-0.09240426868200302,0.6636728048324585,0.38535481691360474,-0.09578648209571838,0.6653358340263367,0.6402358412742615,-0.04370414465665817,0.6667261719703674,0.6387972831726074,-0.09021200239658356,0.645412027835846,0.6995477676391602,-0.09005221724510193,0.643071711063385,0.7249941825866699,-0.07700946927070618,0.697372317314148,0.6817730665206909,-0.04838227480649948,0.6836147904396057,0.6886082887649536,-0.08307293057441711,0.665835976600647,0.730048418045044,-0.07983089983463287,0.6659719347953796,0.7405433058738708,-0.06947135925292969,1
0.6473318934440613,0.8250579833984375,4.0532864886699826e-07,0.597101628780365,0.7930307984352112,-0.04679450765252113,0.5767858624458313,0.7244502902030945,-0.06908569484949112,0.6128008365631104,0.6699391603469849,-0.08635949343442917,0.6599228978157043,0.6320910453796387,-0.0996607318520546,0.5722342133522034,0.6152188181877136,-0.04690265655517578,0.5429950952529907,0.5258904099464417,-0.0830264538526535,0.5241674184799194,0.4670225977897644,-0.10255810618400574,0.5097298622131348,0.4164465069770813,-0.11353050917387009,0.6239832639694214,0.6130436658859253,-0.042634278535842896,0.6437006592750549,0.5133317112922668,-0.07867546379566193,0.6535872220993042,0.4472324848175049,-0.09240426868200302,0.6636728048324585,0.38535481691360474,-0.09578648209571838,0.6653358340263367,0.6402358412742615,-0.04370414465665817,0.6667261719703674,0.6387972831726074,-0.09021200239658356,0.645412027835846,0.6995477676391602,-0.09005221724510193,0.643071711063385,0.7249941825866699,-0.07700946927070618,0.697372317314148,0.6817730665206909,-0.04838227480649948,0.6836147904396057,0.6886082887649536,-0.08307293057441711,0.665835976600647,0.730048418045044,-0.07983089983463287,0.6659719347953796,0.7405433058738708,-0.06947135925292969,1
0.6502370238304138,0.8262319564819336,4.2076445083694125e-07,0.5977149605751038,0.7916962504386902,-0.04514486342668533,0.5728181600570679,0.7251790761947632,-0.06863995641469955,0.6119372248649597,0.6747903823852539,-0.08758915215730667,0.6597440838813782,0.6389416456222534,-0.10202343761920929,0.571409285068512,0.6134576201438904,-0.04723133519291878,0.5428094863891602,0.5255455374717712,-0.08403792232275009,0.524579644203186,0.46914952993392944,-0.10332929342985153,0.5106186866760254,0.4203715920448303,-0.11411146819591522,0.6232532858848572,0.610313355922699,-0.04486023262143135,0.6407827138900757,0.5131476521492004,-0.08167044073343277,0.650306761264801,0.448421448469162,-0.09510090202093124,0.6617576479911804,0.3877711296081543,-0.09834523499011993,0.6657607555389404,0.6368001103401184,-0.04794818162918091,0.6686999797821045,0.6460728049278259,-0.09231951832771301,0.6466206312179565,0.7045066952705383,-0.09086351841688156,0.6426371335983276,0.7257758378982544,-0.07794777303934097,0.6995798349380493,0.6794861555099487,-0.05515386536717415,0.6853961944580078,0.7006054520606995,-0.08659534156322479,0.6669064164161682,0.7375581860542297,-0.0835367813706398,0.6658996343612671,0.7402496337890625,-0.07434818893671036,1
0.6502370238304138,0.8262319564819336,4.2076445083694125e-07,0.5977149605751038,0.7916962504386902,-0.04514486342668533,0.5728181600570679,0.7251790761947632,-0.06863995641469955,0.6119372248649597,0.6747903823852539,-0.08758915215730667,0.6597440838813782,0.6389416456222534,-0.10202343761920929,0.571409285068512,0.6134576201438904,-0.04723133519291878,0.5428094863891602,0.5255455374717712,-0.08403792232275009,0.524579644203186,0.46914952993392944,-0.10332929342985153,0.5106186866760254,0.4203715920448303,-0.11411146819591522,0.6232532858848572,0.610313355922699,-0.04486023262143135,0.6407827138900757,0.5131476521492004,-0.08167044073343277,0.650306761264801,0.448421448469162,-0.09510090202093124,0.6617576479911804,0.3877711296081543,-0.09834523499011993,0.6657607555389404,0.6368001103401184,-0.04794818162918091,0.6686999797821045,0.6460728049278259,-0.09231951832771301,0.6466206312179565,0.7045066952705383,-0.09086351841688156,0.6426371335983276,0.7257758378982544,-0.07794777303934097,0.6995798349380493,0.6794861555099487,-0.05515386536717415,0.6853961944580078,0.7006054520606995,-0.08659534156322479,0.6669064164161682,0.7375581860542297,-0.0835367813706398,0.6658996343612671,0.7402496337890625,-0.07434818893671036,1
